n,classic(ms),cirilo(ms)
365600,132.513000,69.452000
365700,129.558000,67.805000
365800,127.333000,67.814000
365900,127.575000,68.176000
366000,127.297000,69.895000
366100,132.022000,69.971000
366200,132.232000,70.189000
366300,131.849000,67.848000
366400,128.139000,67.843000
366500,127.641000,68.587000
366600,132.418000,69.562000
366700,129.884000,67.792000
366800,127.589000,67.775000
366900,128.177000,67.877000
367000,131.305000,70.257000
367100,132.113000,67.758000
367200,127.795000,68.074000
367300,127.660000,68.410000
367400,128.061000,68.174000
367500,132.321000,70.200000
367600,130.735000,68.043000
367700,128.469000,67.599000
367800,128.442000,68.082000
367900,128.216000,70.668000
368000,132.347000,70.383000
368100,128.026000,67.976000
368200,128.220000,68.159000
368300,128.511000,68.166000
368400,131.555000,70.479000
368500,132.676000,70.437000
368600,131.106000,68.382000
368700,129.203000,67.805000
368800,128.767000,68.264000
368900,132.361000,70.586000
369000,130.836000,68.244000
369100,128.367000,68.333000
369200,128.548000,68.384000
369300,132.995000,70.702000
369400,131.404000,68.434000
369500,128.608000,68.475000
369600,128.644000,68.295000
369700,131.233000,70.131000
369800,132.309000,68.413000
369900,128.652000,68.392000
370000,128.620000,69.926000
370100,133.022000,70.786000
370200,128.726000,68.731000
370300,139.606000,75.986000
370400,138.508000,73.219000
370500,133.313000,70.788000
370600,133.357000,70.898000
370700,134.021000,70.453000
370800,131.200000,68.565000
370900,129.144000,68.614000
371000,129.329000,71.023000
371100,134.269000,71.087000
371200,133.482000,69.662000
371300,128.984000,68.556000
371400,129.170000,68.697000
371500,130.511000,71.018000
371600,133.710000,69.700000
371700,129.692000,68.814000
371800,130.134000,68.389000
371900,130.230000,71.184000
372000,133.655000,69.646000
372100,129.805000,68.806000
372200,129.500000,68.990000
372300,133.916000,71.213000
372400,129.668000,68.865000
372500,129.574000,69.029000
372600,132.771000,71.148000
372700,134.012000,71.139000
372800,134.439000,70.039000
372900,129.845000,68.983000
373000,134.390000,76.375000
373100,142.044000,73.746000
373200,136.830000,71.341000
373300,134.438000,71.484000
373400,134.515000,71.331000
373500,134.362000,71.306000
373600,130.275000,69.079000
373700,130.214000,69.015000
373800,131.206000,71.104000
373900,134.511000,71.414000
374000,129.935000,69.087000
374100,129.999000,69.168000
374200,129.992000,69.224000
374300,134.379000,71.636000
374400,131.369000,69.239000
374500,133.551000,71.525000
374600,134.306000,69.196000
374700,134.762000,71.628000
374800,135.297000,71.257000
374900,137.598000,72.049000
375000,133.457000,69.367000
375100,130.873000,69.392000
375200,130.660000,70.324000
375300,134.861000,71.668000
375400,134.941000,71.194000
375500,130.481000,69.235000
375600,130.578000,69.467000
375700,132.511000,71.865000
375800,135.045000,71.284000
375900,131.282000,69.056000
376000,130.558000,69.603000
376100,130.788000,71.964000
376200,135.182000,71.836000
376300,132.100000,69.492000
376400,130.853000,69.665000
376500,130.752000,70.126000
376600,135.453000,71.996000
376700,133.252000,69.623000
376800,131.163000,69.655000
376900,131.282000,69.210000
377000,135.310000,72.031000
377100,133.442000,69.721000
377200,131.053000,69.708000
377300,131.230000,71.945000
377400,135.706000,70.666000
377500,131.340000,69.684000
377600,131.187000,71.864000
377700,136.096000,72.124000
377800,132.987000,69.892000
377900,131.738000,69.312000
378000,131.786000,72.174000
378100,135.682000,70.814000
378200,131.711000,70.013000
378300,131.556000,69.831000
378400,134.216000,72.402000
378500,135.818000,70.014000
378600,131.544000,69.968000
378700,131.500000,69.959000
378800,131.852000,72.266000
378900,137.214000,71.882000
379000,132.576000,70.111000
379100,131.665000,69.968000
379200,131.844000,72.465000
379300,136.066000,71.617000
379400,131.959000,70.193000
379500,131.851000,70.140000
379600,131.881000,72.507000
379700,136.244000,71.101000
379800,131.977000,72.448000
379900,136.849000,72.104000
380000,132.207000,70.269000
380100,132.178000,70.228000
380200,132.084000,72.319000
380300,136.551000,72.617000
380400,133.867000,70.244000
380500,132.178000,70.201000
380600,132.218000,72.703000
380700,136.799000,72.902000
380800,132.378000,70.379000
380900,132.160000,70.365000
381000,132.991000,72.247000
381100,136.914000,72.258000
381200,132.692000,70.399000
381300,132.501000,70.322000
381400,132.558000,72.803000
381500,136.854000,71.369000
381600,132.476000,70.583000
381700,132.523000,72.646000
381800,137.100000,71.278000
381900,132.759000,70.534000
382000,133.996000,70.315000
382100,136.686000,73.053000
382200,137.158000,73.038000
382300,133.075000,70.685000
382400,132.996000,72.745000
382500,137.337000,73.190000
382600,133.540000,70.605000
382700,133.197000,71.898000
382800,137.627000,73.198000
382900,137.306000,70.957000
383000,134.084000,72.646000
383100,137.408000,73.276000
383200,133.869000,70.847000
383300,133.161000,70.920000
383400,136.616000,73.312000
383500,137.903000,73.218000
383600,133.455000,70.929000
383700,137.287000,73.266000
383800,136.428000,70.927000
383900,133.398000,70.980000
384000,136.074000,72.948000
384100,136.040000,70.986000
384200,133.511000,71.084000
384300,137.950000,73.439000
384400,137.987000,72.719000
384500,133.723000,71.074000
384600,133.504000,71.131000
384700,135.389000,73.441000
384800,138.211000,73.512000
384900,133.732000,71.161000
385000,133.475000,71.221000
385100,134.452000,73.221000
385200,138.319000,73.507000
385300,133.908000,71.162000
385400,134.159000,71.257000
385500,133.937000,72.990000
385600,138.695000,73.755000
385700,135.345000,71.174000
385800,133.833000,71.309000
385900,133.774000,71.326000
386000,136.481000,73.832000
386100,139.122000,73.243000
386200,134.162000,71.225000
386300,134.207000,73.545000
386400,138.702000,71.982000
386500,134.319000,71.638000
386600,138.786000,74.013000
386700,136.113000,71.691000
386800,134.306000,81.198000
386900,155.906000,83.575000
387000,155.303000,84.043000
387100,150.051000,78.735000
387200,143.866000,76.927000
387300,143.287000,77.313000
387400,145.510000,86.442000
387500,157.918000,84.675000
387600,155.869000,88.144000
387700,155.938000,79.598000
387800,151.947000,80.622000
387900,149.309000,77.737000
388000,145.319000,77.026000
388100,153.736000,79.556000
388200,145.094000,76.664000
388300,144.462000,74.524000
388400,139.337000,74.034000
388500,139.907000,74.952000
388600,145.602000,77.223000
388700,145.719000,79.164000
388800,147.319000,80.862000
388900,146.981000,82.605000
389000,152.010000,80.590000
389100,154.832000,82.610000
389200,150.935000,86.062000
389300,152.367000,79.947000
389400,145.310000,77.363000
389500,146.595000,76.897000
389600,149.560000,79.885000
389700,145.358000,77.514000
389800,144.516000,74.500000
389900,139.681000,75.122000
390000,139.893000,74.238000
390100,139.609000,72.153000
390200,136.249000,72.965000
390300,139.713000,74.393000
390400,136.436000,71.904000
390500,138.533000,79.174000
390600,173.781000,104.317000
390700,184.981000,110.739000
390800,220.276000,118.542000
390900,224.279000,112.337000
391000,203.600000,106.794000
391100,196.093000,100.767000
391200,188.131000,102.380000
391300,198.478000,111.059000
391400,224.605000,107.158000
391500,190.574000,95.821000
391600,168.560000,86.164000
391700,154.893000,80.079000
391800,149.339000,77.519000
391900,145.633000,76.063000
392000,141.176000,74.808000
392100,140.500000,74.609000
392200,141.294000,72.952000
392300,137.580000,73.808000
392400,141.110000,74.780000
392500,139.903000,72.406000
392600,136.479000,72.499000
392700,136.789000,74.651000
392800,140.455000,73.407000
392900,136.204000,72.523000
393000,136.237000,72.871000
393100,140.636000,75.089000
393200,137.263000,72.413000
393300,137.475000,72.049000
393400,137.570000,74.906000
393500,141.405000,73.503000
393600,138.996000,79.633000
393700,149.841000,79.850000
393800,146.502000,76.138000
393900,141.902000,75.229000
394000,142.666000,75.741000
394100,141.975000,75.764000
394200,141.468000,75.332000
394300,145.452000,87.501000
394400,224.707000,147.958000
394500,218.692000,121.722000
394600,237.271000,136.386000
394700,246.328000,137.674000
394800,292.109000,175.057000
394900,270.690000,126.890000
395000,220.987000,110.917000
395100,198.073000,126.198000
395200,217.846000,129.037000
395300,285.830000,172.820000
395400,326.742000,143.734000
395500,300.986000,139.157000
395600,262.854000,134.694000
395700,249.174000,130.110000
395800,224.727000,114.493000
395900,207.484000,107.958000
396000,192.934000,98.462000
396100,175.760000,87.548000
396200,159.419000,81.572000
396300,153.764000,78.017000
396400,147.388000,77.827000
396500,143.434000,75.746000
396600,142.610000,75.770000
396700,143.529000,75.842000
396800,144.942000,82.288000
396900,152.022000,78.894000
397000,149.483000,78.605000
397100,147.788000,79.145000
397200,143.785000,75.832000
397300,143.315000,76.284000
397400,143.520000,73.674000
397500,138.545000,73.486000
397600,138.161000,73.518000
397700,138.144000,73.851000
397800,138.341000,74.896000
397900,142.925000,75.029000
398000,138.693000,73.606000
398100,138.431000,73.696000
398200,143.386000,76.105000
398300,140.077000,73.671000
398400,139.828000,73.148000
398500,138.621000,73.836000
398600,140.411000,76.317000
398700,142.765000,73.639000
398800,139.265000,73.963000
398900,138.739000,73.777000
399000,141.282000,77.990000
399100,172.913000,100.287000
399200,227.963000,134.112000
399300,254.146000,158.981000
399400,256.239000,128.975000
399500,247.423000,139.187000
399600,287.819000,153.519000
399700,332.552000,179.041000
399800,292.155000,130.914000
399900,255.057000,144.711000
400000,227.833000,118.392000
